attr_o,sinc_o,shar_o,gender,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha
5,6,3,0,20,20,20,20,20,0
6,6,8,0,30,15,15,15,15,10
5,8,7,0,20,10,20,20,10,20
7,8,8,0,20,15,20,20,10,15
3,4,1,0,20,20,20,20,10,10
4,9,5,0,35,15,15,25,10,0
6,8,7,0,75,5,5,5,5,5
6,7,5,0,10,10,30,30,5,15
8,8,4,0,95,1,1,1,1,1
5,5,5,0,10,20,40,10,10,10
7,9,8,1,15,15,20,15,15,20
4,7,7,1,20,20,20,15,15,10
5,8,3,1,20,10,20,35,5,10
5,5,5,1,25,25,25,10,10,5
7,10,4,1,20,20,20,20,20,0
7,8,7,1,20,15,25,15,15,10
4,8,6,1,22,17,15,15,15,16
5,9,3,1,35,0,35,10,10,10
2,2,2,1,15,20,15,30,10,10
8,8,7,1,8,20,25,25,12,10
5,8,7,1,18,19,16,15,15,17
4,6,7,1,20,20,20,10,10,20
7,8,7,1,15,18,18,18,15,16
7,7,7,1,15,15,20,15,15,20
8,8,7,1,20,20,20,15,15,10
8,7,6,1,20,10,20,35,5,10
6,6,8,1,25,25,25,10,10,5
10,10,6,1,20,20,20,20,20,0
8,5,5,1,25,20,20,20,10,5
8,9,8,1,20,15,25,15,15,10
5,6,6,1,22,17,15,15,15,16
7,6,4,1,35,0,35,10,10,10
8,8,6,1,15,20,15,30,10,10
7,8,6,1,8,20,25,25,12,10
8,9,8,1,18,19,16,15,15,17
8,9,5,1,15,18,18,18,15,16
5,5,8,1,25,25,25,10,10,5
10,10,7,1,20,20,20,20,20,0
7,8,7,1,25,20,20,20,10,5
7,7,7,1,20,15,25,15,15,10
6,7,6,1,22,17,15,15,15,16
7,6,5,1,35,0,35,10,10,10
5,3,1,1,15,20,15,30,10,10
7,8,7,1,8,20,25,25,12,10
8,9,8,1,15,15,20,15,15,20
6,8,7,1,20,20,20,15,15,10
8,6,6,1,20,10,20,35,5,10
6,8,8,1,25,25,25,10,10,5
10,10,10,1,20,20,20,20,20,0
7,9,8,1,20,15,25,15,15,10
5,8,7,1,22,17,15,15,15,16
6,5,5,1,35,0,35,10,10,10
7,7,5,1,15,20,15,30,10,10
6,6,6,1,8,20,25,25,12,10
8,8,8,1,18,19,16,15,15,17
8,9,5,1,15,18,18,18,15,16
7,8,5,1,15,15,20,15,15,20
5,7,7,1,20,20,20,15,15,10
7,7,7,1,20,10,20,35,5,10
6,8,5,1,25,25,25,10,10,5
7,10,7,1,20,20,20,20,20,0
7,8,6,1,25,20,20,20,10,5
6,8,6,1,20,15,25,15,15,10
5,8,8,1,22,17,15,15,15,16
7,10,3,1,20,30,20,20,0,10
8,8,7,1,35,0,35,10,10,10
5,9,2,1,15,20,15,30,10,10
8,8,9,1,8,20,25,25,12,10
6,9,5,1,18,19,16,15,15,17
7,9,3,1,15,18,18,18,15,16
7,9,5,1,15,15,20,15,15,20
4,5,2,1,20,20,20,15,15,10
6,8,5,1,20,10,20,35,5,10
6,7,7,1,25,25,25,10,10,5
6,10,4,1,20,20,20,20,20,0
5,7,5,1,25,20,20,20,10,5
6,8,7,1,20,15,25,15,15,10
3,8,7,1,22,17,15,15,15,16
4,10,3,1,20,30,20,20,0,10
5,8,3,1,35,0,35,10,10,10
2,8,3,1,15,20,15,30,10,10
6,8,6,1,8,20,25,25,12,10
5,9,8,1,18,19,16,15,15,17
5,10,8,1,20,20,20,10,10,20
6,9,2,1,15,18,18,18,15,16
6,9,5,1,15,15,20,15,15,20
4,7,7,1,20,20,20,15,15,10
6,8,6,1,20,10,20,35,5,10
5,8,5,1,25,25,25,10,10,5
4,10,5,1,20,20,20,20,20,0
6,8,7,1,20,15,25,15,15,10
5,8,5,1,22,17,15,15,15,16
5,5,3,1,35,0,35,10,10,10
2,10,2,1,15,20,15,30,10,10
7,9,5,1,8,20,25,25,12,10
3,5,4,1,18,19,16,15,15,17
5,9,5,1,15,18,18,18,15,16
9,9,5,1,15,15,20,15,15,20
9,9,7,1,20,20,20,15,15,10
8,7,5,1,20,10,20,35,5,10
8,8,4,1,25,25,25,10,10,5
10,10,7,1,20,20,20,20,20,0
7,7,5,1,15,10,30,10,15,20
9,8,7,1,20,15,25,15,15,10
5,7,6,1,22,17,15,15,15,16
9,8,6,1,35,0,35,10,10,10
9,8,7,1,15,20,15,30,10,10
7,7,5,1,8,20,25,25,12,10
8,7,8,1,18,19,16,15,15,17
8,9,4,1,15,18,18,18,15,16
6,8,7,1,15,15,20,15,15,20
5,6,5,1,20,20,20,15,15,10
8,9,7,1,20,10,20,35,5,10
5,9,8,1,25,25,25,10,10,5
7,10,7,1,20,20,20,20,20,0
7,8,6,1,15,10,30,10,15,20
6,8,7,1,20,15,25,15,15,10
3,8,7,1,22,17,15,15,15,16
5,8,3,1,35,0,35,10,10,10
5,10,5,1,15,20,15,30,10,10
6,8,5,1,8,20,25,25,12,10
5,7,5,1,18,19,16,15,15,17
6,7,8,1,20,20,20,10,10,20
5,8,7,1,15,18,18,18,15,16
8,6,5,1,15,15,20,15,15,20
5,5,5,1,20,20,20,15,15,10
6,9,9,1,20,10,20,35,5,10
8,8,8,1,25,25,25,10,10,5
6,10,7.5,1,20,20,20,20,20,0
7,7,6,1,25,20,20,20,10,5
7,6,6,1,15,10,30,10,15,20
7,9,7,1,20,15,25,15,15,10
4,7,6,1,22,17,15,15,15,16
4,10,10,1,20,30,20,20,0,10
5,7,3,1,35,0,35,10,10,10
3,2,3,1,15,20,15,30,10,10
8,8,7,1,8,20,25,25,12,10
5,8,4,1,18,19,16,15,15,17
5,8,6,1,15,18,18,18,15,16
7,9,9,1,15,15,20,15,15,20
5,7,7,1,20,20,20,15,15,10
10,10,10,1,20,10,20,35,5,10
10,10,10,1,25,25,25,10,10,5
9,10,9,1,20,20,20,20,20,0
6,10,10,1,25,20,20,20,10,5
8,8,8,1,20,15,25,15,15,10
6,8,5,1,22,17,15,15,15,16
9,10,6,1,20,30,20,20,0,10
6,10,5,1,35,0,35,10,10,10
5,8,5,1,15,20,15,30,10,10
8,8,7,1,8,20,25,25,12,10
6,9,7,1,18,19,16,15,15,17
6,9,9,1,20,20,20,10,10,20
6,8,6,1,15,18,18,18,15,16
7,9,9,1,15,15,20,15,15,20
5,6,6,1,20,20,20,15,15,10
7,10,6,1,20,10,20,35,5,10
7,6,8,1,25,25,25,10,10,5
3,3,3,1,20,20,20,20,20,0
10,10,10,1,25,20,20,20,10,5
9,8,8,1,20,15,25,15,15,10
6,6,5,1,22,17,15,15,15,16
9,10,10,1,20,30,20,20,0,10
5,5,5,1,35,0,35,10,10,10
3,3,2,1,15,20,15,30,10,10
7,8,7,1,8,20,25,25,12,10
7,7,5,1,18,19,16,15,15,17
8,9,6,1,15,18,18,18,15,16
7,9,5,1,15,15,20,15,15,20
8,8,8,1,20,20,20,15,15,10
8,8,9,1,20,10,20,35,5,10
6,8,8,1,25,25,25,10,10,5
7,10,7,1,20,20,20,20,20,0
9,9,7,1,25,20,20,20,10,5
8,8,7,1,20,15,25,15,15,10
5,6,4,1,22,17,15,15,15,16
8,6,5,1,35,0,35,10,10,10
8,10,9,1,15,20,15,30,10,10
7,7,7,1,8,20,25,25,12,10
4,9,6,1,18,19,16,15,15,17
7,9,4,1,15,18,18,18,15,16
9,6,8,1,15,15,20,15,15,20
4,6,6,1,20,20,20,15,15,10
6,9,8,1,20,10,20,35,5,10
6,8,6,1,25,25,25,10,10,5
10,10,10,1,20,20,20,20,20,0
10,10,7,1,25,20,20,20,10,5
7,7,7,1,20,15,25,15,15,10
6,8,6,1,22,17,15,15,15,16
7,9,6,1,35,0,35,10,10,10
9,9,7,1,15,20,15,30,10,10
7,8,5,1,8,20,25,25,12,10
7,8,7,1,18,19,16,15,15,17
8,9,5,1,15,18,18,18,15,16
8,9,8,1,15,15,20,15,15,20
4,8,6,1,20,10,20,35,5,10
6,8,6,1,25,25,25,10,10,5
10,10,7,1,20,20,20,20,20,0
8,7,9,1,25,20,20,20,10,5
8,9,8,1,20,15,25,15,15,10
6,8,6,1,22,17,15,15,15,16
7,8,6,1,35,0,35,10,10,10
6,8,6,1,15,20,15,30,10,10
8,8,7,1,8,20,25,25,12,10
9.5,7,6,1,18,19,16,15,15,17
7,8,5,1,15,18,18,18,15,16
5,7,5,1,15,15,20,15,15,20
5,6,5,1,20,20,20,15,15,10
5,8,5,1,20,10,20,35,5,10
5,8,8,1,25,25,25,10,10,5
8,10,7,1,20,20,20,20,20,0
7,7,7,1,20,15,25,15,15,10
5,5,5,1,35,0,35,10,10,10
1,3,1,1,15,20,15,30,10,10
7,8,6,1,8,20,25,25,12,10
5,8,8,1,18,19,16,15,15,17
6,9,5,1,15,18,18,18,15,16
6,7,6,1,15,15,20,15,15,20
8,7,4,1,20,20,20,15,15,10
7,8,7,1,20,10,20,35,5,10
6,8,7,1,25,25,25,10,10,5
7,10,7,1,20,20,20,20,20,0
7,8,7,1,20,15,25,15,15,10
6,7,5,1,22,17,15,15,15,16
5,6,5,1,35,0,35,10,10,10
6,8,8,1,15,20,15,30,10,10
8,8,6,1,8,20,25,25,12,10
7,8,7,1,18,19,16,15,15,17
7,9,8,1,20,20,20,10,10,20
7,8,5,1,15,18,18,18,15,16
6,6,5,1,15,15,20,15,15,20
7,8,5,1,20,10,20,35,5,10
7,8,7,1,25,25,25,10,10,5
9,8,7,1,20,20,20,20,20,0
7,8,8,1,20,15,25,15,15,10
6,8,6,1,22,17,15,15,15,16
8,10,2,1,20,30,20,20,0,10
6,6,4,1,35,0,35,10,10,10
6,6,1,1,15,20,15,30,10,10
7,7,6,1,8,20,25,25,12,10
4,6,2,1,18,19,16,15,15,17
7,8,6,1,20,20,20,10,10,20
5,9,5,1,15,18,18,18,15,16
6,6,6,1,15,15,20,15,15,20
1,1,1,1,20,20,20,15,15,10
1,1,1,1,20,10,20,35,5,10
4,4,4,1,25,25,25,10,10,5
0,0,0,1,20,20,20,20,20,0
5,9,1,1,25,20,20,20,10,5
7,5,5,1,20,15,25,15,15,10
3,1,1,1,22,17,15,15,15,16
6,8,5,1,35,0,35,10,10,10
1,1,1,1,15,20,15,30,10,10
6,6,1,1,18,19,16,15,15,17
3,8,1,1,15,18,18,18,15,16
9,9,8,0,30,25,20,10,10,5
6,8,7,0,30,20,30,10,5,5
9,8,8,0,17,16,17,17,17,16
5,8,6,0,16,25,20,12,12,15
8,6,8,0,25,7,35,20,8,5
5,7,5,0,20,20,20,20,20,20
8,8,6,0,55,10,15,15,5,0
8,9,9,0,30,25,20,10,10,5
6,9,4,0,30,20,30,10,5,5
6,7,8,0,17,16,17,17,17,16
5,7,5,0,16,25,20,12,12,15
3,8,7,0,25,7,35,20,8,5
4,8,4,0,20,20,20,20,20,20
5,9,4,0,55,10,15,15,5,0
8,9,7,0,30,25,20,10,10,5
7,8,7,0,30,20,30,10,5,5
7,7,7,0,17,16,17,17,17,16
8,8,7,0,16,25,20,12,12,15
4,7,3,0,25,7,35,20,8,5
6,8,6,0,20,20,20,20,20,20
7,9,6,0,55,10,15,15,5,0
8,9,7,0,30,25,20,10,10,5
7,8,6,0,30,20,30,10,5,5
6,8,5,0,17,16,17,17,17,16
7,8,6,0,16,25,20,12,12,15
6,7,8,0,25,7,35,20,8,5
6,10,9,0,20,20,20,20,20,20
4,8,6,0,60,10,10,10,10,0
9,9,9,0,30,25,20,10,10,5
7,8,7,0,30,20,30,10,5,5
7,7,7,0,17,16,17,17,17,16
7,7,5,0,16,25,20,12,12,15
9,8,5,0,25,7,35,20,8,5
6,6,7,0,20,20,20,20,20,20
8,7,7,0,60,10,10,10,10,0
7,9,6,0,55,10,15,15,5,0
7,8,6,0,30,20,30,10,5,5
8,6,6,0,17,16,17,17,17,16
8,8,6,0,16,25,20,12,12,15
4,4,1,0,25,7,35,20,8,5
5,6,4,0,20,20,20,20,20,20
8,6,8,0,60,10,10,10,10,0
6,9,5,0,55,10,15,15,5,0
6,7,4,1,15,20,30,20,5,10
6,7,6,1,20,20,20,10,10,20
7,8,6,1,15,25,20,15,10,15
4,7,8,1,5,30,20,10,5,30
10,10,10,1,10,10,40,10,15,15
6,9,1,1,20,10,30,20,10,10
7,5,5,1,15,20,30,20,5,10
6,8,5,1,20,20,20,10,10,20
6,8,6,1,15,25,20,15,10,15
5,9,2,1,10,10,40,10,15,15
6,7,6,1,15,20,30,20,5,10
4,9,7,1,20,20,20,10,10,20
7,8,5,1,15,25,20,15,10,15
2,7,2,1,5,30,20,10,5,30
8,9,7,1,10,10,40,10,15,15
3,5,2,1,15,20,30,20,5,10
3,6,3,1,20,20,20,10,10,20
5,7,6,1,15,25,20,15,10,15
3.5,5,5,1,5,30,20,10,5,30
4,8,5,1,10,10,40,10,15,15
5,4,4,1,15,20,30,20,5,10
3,3,2,1,20,20,20,10,10,20
4,6,4,1,15,25,20,15,10,15
1,3,2,1,5,30,20,10,5,30
6,7,8,1,10,10,40,10,15,15
2,2,1,1,20,10,30,20,10,10
5,6,4,1,15,20,30,20,5,10
4,9,4,1,20,20,20,10,10,20
4,7,4,1,15,25,20,15,10,15
8,8,5,1,5,30,20,10,5,30
7,7,7,1,10,10,40,10,15,15
6,7,4,1,20,10,30,20,10,10
5,7,6,1,15,20,30,20,5,10
7,8,7,1,20,20,20,10,10,20
6,8,6,1,15,25,20,15,10,15
5,7,7,1,5,30,20,10,5,30
6,7,5,1,10,10,40,10,15,15
7,8,9,1,20,10,30,20,10,10
7,7,5,1,15,20,30,20,5,10
8,7,3,1,20,20,20,10,10,20
8,7,6,1,15,25,20,15,10,15
4,7,3,1,5,30,20,10,5,30
7,6,3,1,10,10,40,10,15,15
5,8,5,0,35,5,30,20,5,5
7,9,7,0,35,10,25,20,5,5
5,7,0,0,40,10,0,45,0,5
6,7,4,0,30,25,10,20,0,15
6,6,2,0,40,12,18,12,6,12
7,8,7,0,30,20,25,15,10,0
5,7,4,0,15,30,25,20,0,10
8,8,7,0,25,15,25,25,5,5
10,7,5,0,55,2,1,40,1,1
7,7,8,0,50,5,5,5,5,30
6,5,4,0,20,40,5,20,5,10
6,8,6,0,35,30,25,5,0,5
5,4,5,0,30,30,30,5,0,5
4,4,2,0,35,5,30,20,5,5
8,7,5,0,35,10,25,20,5,5
6,3,1,0,40,10,0,45,0,5
5,5,4,0,30,25,10,20,0,15
6,6,5,0,50,10,10,30,0,0
7,7,3,0,40,12,18,12,6,12
7,8,7,0,30,20,25,15,10,0
2,6,5,0,15,30,25,20,0,10
5,6,4,0,25,15,25,25,5,5
4,4,3,0,55,2,1,40,1,1
7,6,3,0,50,5,5,5,5,30
6,5,4,0,20,40,5,20,5,10
8,9,7,0,35,30,25,5,0,5
6,5,6,0,30,30,30,5,0,5
7,7,2,0,35,5,30,20,5,5
7,10,6,0,35,10,25,20,5,5
8,8,10,0,40,10,0,45,0,5
7,9,5,0,30,25,10,20,0,15
6,8,6,0,40,12,18,12,6,12
8,8,5,0,30,20,25,15,10,0
6,5,5,0,15,30,25,20,0,10
4,7,4,0,25,15,25,25,5,5
7,9,6,0,55,2,1,40,1,1
6,9,8,0,50,5,5,5,5,30
7,6,4,0,20,40,5,20,5,10
7,9,6,0,35,30,25,5,0,5
5,5,5,0,30,30,30,5,0,5
6,9,8,0,35,5,30,20,5,5
6,8,8,0,35,10,25,20,5,5
4,2,3,0,40,10,0,45,0,5
5,5,2,0,30,25,10,20,0,15
5,8,5,0,50,10,10,30,0,0
6,8,5,0,40,12,18,12,6,12
5,8,3,0,30,20,25,15,10,0
5,6,6,0,15,30,25,20,0,10
3,7,6,0,25,15,25,25,5,5
4,9,6,0,55,2,1,40,1,1
8,10,5,0,50,5,5,5,5,30
6,5,4,0,20,40,5,20,5,10
3,6,4,0,35,30,25,5,0,5
6,6,6,0,30,30,30,5,0,5
7,7,5,0,35,5,30,20,5,5
7,8,8,0,35,10,25,20,5,5
6,6,2,0,40,10,0,45,0,5
8,8,7,0,30,25,10,20,0,15
5,8,4,0,40,12,18,12,6,12
8,10,3,0,30,20,25,15,10,0
9,8,6,0,15,30,25,20,0,10
7,7,5,0,25,15,25,25,5,5
9,9,6,0,55,2,1,40,1,1
9,8,7,0,50,5,5,5,5,30
5,6,4,0,20,40,5,20,5,10
7,6,5,0,35,30,25,5,0,5
6,5,6,0,30,30,30,5,0,5
10,8,5,0,35,5,30,20,5,5
7,10,8,0,35,10,25,20,5,5
6,0,0,0,40,10,0,45,0,5
4,5,4,0,30,25,10,20,0,15
5,7,4,0,40,12,18,12,6,12
5,5,3,0,30,20,25,15,10,0
6,6,6,0,15,30,25,20,0,10
5,7,7,0,25,15,25,25,5,5
10,10,10,0,55,2,1,40,1,1
6,8,1,0,50,5,5,5,5,30
5,4,2,0,20,40,5,20,5,10
3,6,5,0,35,30,25,5,0,5
4,4,4,0,30,30,30,5,0,5
10,10,10,0,35,5,30,20,5,5
9,9,5,0,35,10,25,20,5,5
8,1,0,0,40,10,0,45,0,5
7,6,5,0,30,25,10,20,0,15
6,5,6,0,50,10,10,30,0,0
7,6,4,0,40,12,18,12,6,12
7,7,3,0,30,20,25,15,10,0
7,6,6,0,15,30,25,20,0,10
8,6,7,0,25,15,25,25,5,5
10,10,10,0,55,2,1,40,1,1
5,4,2,0,20,40,5,20,5,10
7,7,6,0,35,30,25,5,0,5
5,4,6,0,30,30,30,5,0,5
5,8,7,0,35,5,30,20,5,5
8,8,8,0,35,10,25,20,5,5
7,5,0,0,40,10,0,45,0,5
9,6,6,0,30,25,10,20,0,15
7,9,6,0,40,12,18,12,6,12
5,10,6,0,30,20,25,15,10,0
6,5,4,0,15,30,25,20,0,10
5,7,7,0,25,15,25,25,5,5
5,10,6,0,55,2,1,40,1,1
6,9,3,0,50,5,5,5,5,30
5,5,3,0,20,40,5,20,5,10
5,5,5,0,35,30,25,5,0,5
5,4,5,0,30,30,30,5,0,5
6,8,7,0,35,5,30,20,5,5
9,9,9,0,35,10,25,20,5,5
7,4,0,0,40,10,0,45,0,5
7,9,5,0,30,25,10,20,0,15
5,8,4,0,40,12,18,12,6,12
8,7,7,0,30,20,25,15,10,0
5,6,5,0,15,30,25,20,0,10
7,9,6,0,55,2,1,40,1,1
6,7,7,0,50,5,5,5,5,30
6,6,4,0,20,40,5,20,5,10
6,6,5,0,35,30,25,5,0,5
6,5,4,0,30,30,30,5,0,5
8,5,5,0,35,5,30,20,5,5
9,7,5,0,35,10,25,20,5,5
9,1,3,0,40,10,0,45,0,5
8,6,2,0,30,25,10,20,0,15
6,6,4,0,50,10,10,30,0,0
9,5,4,0,40,12,18,12,6,12
9,8,5,0,30,20,25,15,10,0
4,5,4,0,15,30,25,20,0,10
8,7,7,0,25,15,25,25,5,5
7,9,6,0,55,2,1,40,1,1
8,7,5,0,50,5,5,5,5,30
6,5,3,0,20,40,5,20,5,10
8,7,6,0,35,30,25,5,0,5
5,5,4,0,30,30,30,5,0,5
8,7,5,1,10,25,15,20,15,15
7,8,3,1,15,15,25,15,15,15
9,10,8,1,15,30,30,10,10,5
8,7,7,1,20,20,20,20,10,10
8,6,7,1,30,15,15,30,0,10
10,10,10,1,25,5,20,25,15,10
10,10,10,1,28,8,17,22,17,8
10,9,9,1,15,15,18,18,14,20
6,4,5,1,14,15,16,17,18,20
5,9,3,1,10,25,15,20,15,15
8,8,2,1,15,15,25,15,15,15
4,6,7,1,15,30,30,10,10,5
6,4,7,1,20,20,20,20,10,10
7,6,6,1,30,15,15,30,0,10
8,10,10,1,25,5,20,25,15,10
10,10,10,1,28,8,17,22,17,8
7,7,8,1,15,15,18,18,14,20
5,4,6,1,14,15,16,17,18,20
5,7,1,1,10,25,15,20,15,15
8,8,2,1,15,15,25,15,15,15
7,10,9,1,15,30,30,10,10,5
7,7,5,1,20,20,20,20,10,10
7,6,5,1,30,15,15,30,0,10
6,10,7,1,25,5,20,25,15,10
7,10,7,1,28,8,17,22,17,8
7,9,7,1,15,15,18,18,14,20
4,3,2,1,14,15,16,17,18,20
3,9,0,1,20,10,50,5,10,5
5,8,2,1,10,25,15,20,15,15
6,9,5,1,15,15,25,15,15,15
8,10,9,1,15,30,30,10,10,5
7,6,4,1,20,20,20,20,10,10
6,7,8,1,30,15,15,30,0,10
7,10,7,1,28,8,17,22,17,8
7,8,7,1,15,15,18,18,14,20
4,4,4,1,14,15,16,17,18,20
7,6,2,1,10,25,15,20,15,15
8,7,4,1,15,15,25,15,15,15
10,10,9,1,15,30,30,10,10,5
8,6,3,1,20,20,20,20,10,10
9,8,7,1,30,15,15,30,0,10
8,9,6,1,25,5,20,25,15,10
10,9,9,1,28,8,17,22,17,8
8,6,7,1,15,15,18,18,14,20
8,2,2,1,14,15,16,17,18,20
8,7,3,1,20,10,50,5,10,5
5,8,2,1,10,25,15,20,15,15
5,3,1,1,15,15,25,15,15,15
8,7,10,1,15,30,30,10,10,5
7,7,3,1,20,20,20,20,10,10
7,9,7,1,30,15,15,30,0,10
8,10,7,1,28,8,17,22,17,8
7,7,8,1,15,15,18,18,14,20
7,7,8,1,14,15,16,17,18,20
5,9,4,1,10,25,15,20,15,15
7,9,2,1,15,15,25,15,15,15
3,9,7,1,15,30,30,10,10,5
9,8,5,1,20,20,20,20,10,10
7,5,5,1,30,15,15,30,0,10
4,4,4,1,25,5,20,25,15,10
7,10,8,1,28,8,17,22,17,8
6,8,8,1,15,15,18,18,14,20
6,4,6,1,14,15,16,17,18,20
5,8,3,1,10,25,15,20,15,15
8,9,2,1,15,15,25,15,15,15
7,9,8,1,15,30,30,10,10,5
7,7,3,1,20,20,20,20,10,10
10,10,9,1,30,15,15,30,0,10
6,10,4,1,25,5,20,25,15,10
7,10,8,1,28,8,17,22,17,8
8,8,7,1,15,15,18,18,14,20
6,3,4,1,14,15,16,17,18,20
7,7,0,1,20,10,50,5,10,5
6,8,4,1,10,25,15,20,15,15
9,8,2,1,15,15,25,15,15,15
8,6,5,1,15,30,30,10,10,5
6,5,5,1,20,20,20,20,10,10
7,6,7,1,30,15,15,30,0,10
10,10,10,1,28,8,17,22,17,8
7,6,9,1,15,15,18,18,14,20
8,2,2,1,14,15,16,17,18,20
5,6,5,1,10,25,15,20,15,15
8,5,2,1,15,15,25,15,15,15
8,8,10,1,15,30,30,10,10,5
7,7,3,1,20,20,20,20,10,10
8,8,7,1,30,15,15,30,0,10
7,7,7,1,25,5,20,25,15,10
10,10,10,1,28,8,17,22,17,8
9,7,7,1,15,15,18,18,14,20
7,7,4,1,14,15,16,17,18,20
5,7,5,1,10,25,15,20,15,15
7,8,3,1,15,15,25,15,15,15
5,10,10,1,15,30,30,10,10,5
4,5,1,1,20,20,20,20,10,10
5,5,9,1,30,15,15,30,0,10
7,9,6,1,25,5,20,25,15,10
7,7,7,1,28,8,17,22,17,8
7,7,7,1,15,15,18,18,14,20
4,6,2,1,14,15,16,17,18,20
5,9,5,1,20,10,50,5,10,5
2,5,3,1,10,25,15,20,15,15
5,8,2,1,15,15,25,15,15,15
2,5,9,1,15,30,30,10,10,5
1,5,1,1,20,20,20,20,10,10
2,7,5,1,30,15,15,30,0,10
7,10,7,1,28,8,17,22,17,8
6,8,8,1,15,15,18,18,14,20
2,7,2,1,14,15,16,17,18,20
0,10,5,1,20,10,50,5,10,5
4,8,2,1,10,25,15,20,15,15
7,7,3,1,15,15,25,15,15,15
5,8,5,1,15,30,30,10,10,5
1,3,1,1,20,20,20,20,10,10
4,7,7,1,30,15,15,30,0,10
1,4,1,1,25,5,20,25,15,10
7,10,7,1,28,8,17,22,17,8
7,8,7,1,15,15,18,18,14,20
2,7,3,1,14,15,16,17,18,20
4,8,2,1,10,25,15,20,15,15
3,8,1,1,15,15,25,15,15,15
3,9,10,1,15,30,30,10,10,5
2,7,1,1,20,20,20,20,10,10
4,8,6,1,30,15,15,30,0,10
7,10,7,1,28,8,17,22,17,8
6,8,5,1,15,15,18,18,14,20
3,9,2,1,14,15,16,17,18,20
3,10,0,1,20,10,50,5,10,5
5,10,7,0,20,10,20,15,15,20
6,6,6,0,40,20,20,10,10,0
6,7,4,0,30,30,10,10,0,20
4,6,4,0,15,15,15,15,15,25
8,8,5,0,15,15,15,20,15,20
8,9,7,0,20,10,20,15,15,20
5,5,7,0,40,20,20,10,10,0
6,10,5,0,30,30,10,10,0,20
4,7,8,0,15,15,15,15,15,25
6,9,6,0,15,15,15,20,15,20
9,8,7,0,20,10,20,15,15,20
7,6,8,0,40,20,20,10,10,0
8,6,4,0,30,30,10,10,0,20
5,6,5,0,15,15,15,15,15,25
8,5,8,0,15,15,15,20,15,20
8,2,8,0,20,10,20,15,15,20
6,7,7,0,40,20,20,10,10,0
6,10,6,0,30,30,10,10,0,20
4,8,5,0,15,15,15,15,15,25
5,9,2,0,15,15,15,20,15,20
7,8,6,0,20,10,20,15,15,20
6,6,6,0,40,20,20,10,10,0
8,7,5,0,30,30,10,10,0,20
6,4,5,0,15,15,15,15,15,25
5,7,8,0,15,15,15,20,15,20
8,8,5,0,20,10,20,15,15,20
7,6,6,0,40,20,20,10,10,0
8,6,4,0,30,30,10,10,0,20
5,7,7,0,15,15,15,15,15,25
7,7,7,0,15,15,15,20,15,20
9,9,9,1,10,20,20,20,10,20
7,7,7,1,10,25,20,16,20,9
8,8,6,1,25,20,15,10,15,15
8,7,8,1,25,0,25,25,0,25
5,10,5,1,50,5,25,20,0,0
5,10,2,1,30,10,10,30,10,10
7,9,2,1,10,20,20,20,10,20
5,7,7,1,10,25,20,16,20,9
4,4,4,1,25,20,15,10,15,15
5,6,4,1,25,0,25,25,0,25
5,10,6,1,50,5,25,20,0,0
1,5,1,1,30,10,10,30,10,10
7,9,2,1,10,20,20,20,10,20
4,9,3,1,10,25,20,16,20,9
4,6,3,1,25,20,15,10,15,15
4,7,5,1,25,0,25,25,0,25
4,9,7,1,50,5,25,20,0,0
2,10,2,1,30,10,10,30,10,10
7,9,5,1,10,20,20,20,10,20
5,8,4,1,10,25,20,16,20,9
6,8,3,1,25,20,15,10,15,15
6,7,6,1,25,0,25,25,0,25
6,8,6,1,50,5,25,20,0,0
5,10,2,1,30,10,10,30,10,10
8,8,5,1,10,20,20,20,10,20
7,7,7,1,10,25,20,16,20,9
6,8,6,1,25,20,15,10,15,15
8,7,6,1,25,0,25,25,0,25
8,8,6,1,50,5,25,20,0,0
5,5,2,1,30,10,10,30,10,10
7,9,5,1,10,20,20,20,10,20
4,4,2,1,25,20,15,10,15,15
5,5,2,1,50,5,25,20,0,0
3,5,2,1,30,10,10,30,10,10
5,7,4,0,25,20,15,20,5,15
7,6,6,0,20,10,22,20,15,13
7,10,3,0,40,20,20,20,0,0
9,10,8,0,20,15,20,15,15,15
7,8,7,0,20,20,20,15,10,15
7,6,2,0,25,26,15,10,9,15
8,8,8,0,15,20,20,20,5,20
8,6,5,0,20,10,20,20,20,0
7,9,8,0,30,15,20,10,10,15
7,6,8,0,30,10,25,20,8,7
10,10,1,0,30,0,30,30,10,0
8,7,10,0,30,10,10,30,10,10
9,8,7,0,25,25,25,25,0,0
7,7,7,0,20,20,20,15,15,10
8,8,7,0,25,20,15,20,5,15
8,6,6,0,20,10,22,20,15,13
7,8,9,0,40,20,20,20,0,0
9,10,9,0,20,15,20,15,15,15
9,7,6,0,20,20,20,15,10,15
8,5,2,0,25,26,15,10,9,15
8,8,8,0,15,20,20,20,5,20
8,9,7,0,20,10,20,20,20,0
9,6,7,0,30,15,20,10,10,15
7,7,7,0,30,10,25,20,8,7
10,8,2,0,30,0,30,30,10,0
8,8,7,0,25,25,25,25,0,0
8,7,5,0,20,20,20,15,15,10
7,8,8,0,25,20,15,20,5,15
9,7,6,0,20,10,22,20,15,13
10,9,10,0,40,20,20,20,0,0
10,10,9,0,20,15,20,15,15,15
4,7,2,0,25,26,15,10,9,15
