,iid,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,race,pid,dec_o,gender,age,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,match
7897,531,5.0,8.0,8.0,5.0,8.0,4.0,5.0,4.0,512.0,0,1,25.0,20.0,20.0,20.0,20.0,5.0,15.0,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,0
7898,531,4.0,7.0,7.0,4.0,4.0,4.0,6.0,4.0,513.0,0,1,25.0,20.0,20.0,20.0,20.0,5.0,15.0,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,0
7899,531,5.0,6.0,6.0,6.0,6.0,2.0,4.0,4.0,514.0,0,1,25.0,20.0,20.0,20.0,15.0,5.0,20.0,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,0
7900,531,4.0,8.0,10.0,7.0,7.0,10.0,8.0,4.0,515.0,1,1,25.0,20.0,20.0,20.0,15.0,10.0,15.0,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,0
7901,531,6.0,7.0,8.0,7.0,8.0,6.0,6.0,4.0,516.0,0,1,25.0,58.0,5.0,8.0,10.0,7.0,12.0,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,0
7902,531,3.0,7.0,8.0,6.0,5.0,4.0,4.0,4.0,517.0,0,1,25.0,15.0,20.0,20.0,20.0,5.0,10.0,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,0
7904,531,1.0,8.0,8.0,2.0,8.0,2.0,6.0,4.0,519.0,0,1,25.0,40.0,5.0,30.0,15.0,5.0,5.0,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,0
7905,531,6.0,7.0,7.0,5.0,5.0,3.0,7.0,4.0,520.0,0,1,25.0,25.0,15.0,25.0,15.0,10.0,10.0,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,0
7906,531,6.0,8.0,8.0,8.0,8.0,6.0,7.0,4.0,521.0,0,1,25.0,10.0,30.0,20.0,15.0,15.0,10.0,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,0
7907,531,5.0,9.0,9.0,6.0,7.0,5.0,5.0,4.0,522.0,0,1,25.0,10.0,20.0,15.0,20.0,15.0,20.0,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,0
7908,531,4.0,5.0,7.0,4.0,7.0,6.0,4.0,4.0,523.0,1,1,25.0,10.0,25.0,20.0,20.0,5.0,20.0,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,0
7909,531,5.0,9.0,9.0,7.0,7.0,5.0,7.0,4.0,524.0,1,1,25.0,15.0,20.0,25.0,20.0,10.0,10.0,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,1
7910,531,6.0,9.0,9.0,5.0,8.0,7.0,5.0,4.0,525.0,0,1,25.0,10.0,15.0,30.0,20.0,15.0,10.0,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,0
7911,531,4.0,3.0,9.0,4.0,9.0,5.0,9.0,4.0,526.0,1,1,25.0,10.0,10.0,30.0,20.0,10.0,15.0,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,0
7912,531,4.0,8.0,9.0,3.0,8.0,2.0,4.0,4.0,527.0,0,1,25.0,50.0,20.0,10.0,5.0,10.0,5.0,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,0
7914,531,4.0,6.0,5.0,5.0,6.0,5.0,6.0,4.0,529.0,1,1,25.0,10.0,25.0,25.0,10.0,10.0,20.0,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,0
7915,531,6.0,7.0,8.0,7.0,7.0,5.0,6.0,4.0,530.0,1,1,25.0,20.0,20.0,10.0,15.0,5.0,30.0,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,0
7917,532,2.0,8.0,6.0,2.0,3.0,2.0,3.0,4.0,510.0,0,1,26.0,25.0,25.0,25.0,12.0,3.0,10.0,2.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,0
7918,532,5.0,3.0,6.0,5.0,2.0,2.0,4.0,4.0,511.0,1,1,26.0,20.0,10.0,10.0,30.0,15.0,15.0,2.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,0
7919,532,5.0,8.0,8.0,5.0,8.0,4.0,5.0,4.0,512.0,0,1,26.0,20.0,20.0,20.0,20.0,5.0,15.0,2.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,0
7920,532,3.0,9.0,8.0,2.0,5.0,2.0,2.0,4.0,513.0,0,1,26.0,20.0,20.0,20.0,20.0,5.0,15.0,2.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,0
7921,532,4.0,9.0,6.0,3.0,4.0,2.0,3.0,4.0,514.0,0,1,26.0,20.0,20.0,20.0,15.0,5.0,20.0,2.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,0
7922,532,4.0,7.0,9.0,6.0,8.0,3.0,8.0,4.0,515.0,0,1,26.0,20.0,20.0,20.0,15.0,10.0,15.0,2.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,0
7923,532,3.0,8.0,7.0,3.0,6.0,6.0,3.0,4.0,516.0,0,1,26.0,58.0,5.0,8.0,10.0,7.0,12.0,2.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,0
7924,532,5.0,8.0,7.0,5.0,6.0,3.0,8.0,4.0,517.0,0,1,26.0,15.0,20.0,20.0,20.0,5.0,10.0,2.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,0
7926,532,2.0,8.0,8.0,2.0,8.0,2.0,6.0,4.0,519.0,0,1,26.0,40.0,5.0,30.0,15.0,5.0,5.0,2.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,0
7927,532,4.0,6.0,6.0,4.0,6.0,7.0,7.0,4.0,520.0,0,1,26.0,25.0,15.0,25.0,15.0,10.0,10.0,2.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,0
7928,532,7.0,9.0,8.0,5.0,9.0,3.0,7.0,4.0,521.0,0,1,26.0,10.0,30.0,20.0,15.0,15.0,10.0,2.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,0
7929,532,2.0,9.0,9.0,3.0,9.0,3.0,5.0,4.0,522.0,0,1,26.0,10.0,20.0,15.0,20.0,15.0,20.0,2.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,0
7930,532,1.0,9.0,9.0,1.0,6.0,8.0,4.0,4.0,523.0,1,1,26.0,10.0,25.0,20.0,20.0,5.0,20.0,2.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,1
7931,532,3.0,9.0,9.0,5.0,7.0,3.0,4.0,4.0,524.0,1,1,26.0,15.0,20.0,25.0,20.0,10.0,10.0,2.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,1
7932,532,6.0,9.0,8.0,4.0,9.0,6.0,6.0,4.0,525.0,0,1,26.0,10.0,15.0,30.0,20.0,15.0,10.0,2.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,0
7933,532,3.0,7.0,7.0,1.0,1.0,3.0,3.0,4.0,526.0,0,1,26.0,10.0,10.0,30.0,20.0,10.0,15.0,2.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,0
7934,532,4.0,7.0,8.0,3.0,8.0,2.0,4.0,4.0,527.0,0,1,26.0,50.0,20.0,10.0,5.0,10.0,5.0,2.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,0
7936,532,5.0,7.0,5.0,4.0,5.0,4.0,6.0,4.0,529.0,1,1,26.0,10.0,25.0,25.0,10.0,10.0,20.0,2.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,1
7937,532,6.0,8.0,7.0,7.0,8.0,5.0,5.0,4.0,530.0,0,1,26.0,20.0,20.0,10.0,15.0,5.0,30.0,2.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,0
7938,533,2.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,509.0,0,1,26.0,10.0,20.0,30.0,10.0,10.0,20.0,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,0
7939,533,9.0,10.0,8.0,9.0,7.0,8.0,9.0,2.0,510.0,1,1,26.0,25.0,25.0,25.0,12.0,3.0,10.0,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,1
7940,533,6.0,4.0,7.0,6.0,6.0,6.0,6.0,2.0,511.0,1,1,26.0,20.0,10.0,10.0,30.0,15.0,15.0,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,0
7941,533,8.0,6.0,8.0,6.0,8.0,4.0,6.0,2.0,512.0,0,1,26.0,20.0,20.0,20.0,20.0,5.0,15.0,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,0
7942,533,6.0,6.0,6.0,6.0,6.0,4.0,5.0,2.0,513.0,1,1,26.0,20.0,20.0,20.0,20.0,5.0,15.0,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,1
7943,533,8.0,9.0,9.0,6.0,5.0,5.0,7.0,2.0,514.0,1,1,26.0,20.0,20.0,20.0,15.0,5.0,20.0,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,0
7944,533,4.0,5.0,7.0,5.0,6.0,3.0,4.0,2.0,515.0,0,1,26.0,20.0,20.0,20.0,15.0,10.0,15.0,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,0
7945,533,6.0,7.0,7.0,7.0,6.0,8.0,6.0,2.0,516.0,0,1,26.0,58.0,5.0,8.0,10.0,7.0,12.0,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,0
7948,533,4.0,5.0,5.0,2.0,1.0,4.0,6.0,2.0,519.0,0,1,26.0,40.0,5.0,30.0,15.0,5.0,5.0,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,0
7949,533,6.0,5.0,5.0,6.0,6.0,3.0,4.0,2.0,520.0,0,1,26.0,25.0,15.0,25.0,15.0,10.0,10.0,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,0
7950,533,8.0,7.0,8.0,8.0,8.0,5.0,8.0,2.0,521.0,0,1,26.0,10.0,30.0,20.0,15.0,15.0,10.0,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,0
7951,533,5.0,8.0,9.0,7.0,8.0,7.0,8.0,2.0,522.0,1,1,26.0,10.0,20.0,15.0,20.0,15.0,20.0,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,0
7952,533,7.0,5.0,7.0,5.0,7.0,5.0,5.0,2.0,523.0,1,1,26.0,10.0,25.0,20.0,20.0,5.0,20.0,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,0
7953,533,5.0,8.0,7.0,7.0,6.0,5.0,4.0,2.0,524.0,1,1,26.0,15.0,20.0,25.0,20.0,10.0,10.0,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,0
7954,533,6.0,7.0,7.0,4.0,8.0,6.0,5.0,2.0,525.0,0,1,26.0,10.0,15.0,30.0,20.0,15.0,10.0,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,0
7955,533,6.0,7.0,6.0,2.0,5.0,2.0,3.0,2.0,526.0,0,1,26.0,10.0,10.0,30.0,20.0,10.0,15.0,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,0
7956,533,3.0,3.0,5.0,3.0,6.0,2.0,3.0,2.0,527.0,0,1,26.0,50.0,20.0,10.0,5.0,10.0,5.0,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,0
7958,533,7.0,6.0,5.0,5.0,5.0,4.0,5.0,2.0,529.0,0,1,26.0,10.0,25.0,25.0,10.0,10.0,20.0,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,0
7959,533,5.0,7.0,5.0,4.0,6.0,3.0,4.0,2.0,530.0,0,1,26.0,20.0,20.0,10.0,15.0,5.0,30.0,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,0
7960,534,8.0,5.0,7.0,6.0,7.0,3.0,5.0,6.0,509.0,0,1,24.0,10.0,20.0,30.0,10.0,10.0,20.0,6.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,0
7962,534,5.0,5.0,8.0,7.0,6.0,6.0,7.0,6.0,511.0,1,1,24.0,20.0,10.0,10.0,30.0,15.0,15.0,6.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,1
7963,534,6.0,7.0,8.0,5.0,8.0,4.0,5.0,6.0,512.0,0,1,24.0,20.0,20.0,20.0,20.0,5.0,15.0,6.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,0
7964,534,4.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,513.0,0,1,24.0,20.0,20.0,20.0,20.0,5.0,15.0,6.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,0
7965,534,8.0,9.0,7.0,6.0,6.0,4.0,6.0,6.0,514.0,0,1,24.0,20.0,20.0,20.0,15.0,5.0,20.0,6.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,0
7967,534,5.0,8.0,7.0,5.0,6.0,6.0,4.0,6.0,516.0,0,1,24.0,58.0,5.0,8.0,10.0,7.0,12.0,6.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,0
7968,534,3.0,4.0,5.0,6.0,5.0,4.0,4.0,6.0,517.0,0,1,24.0,15.0,20.0,20.0,20.0,5.0,10.0,6.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,0
7970,534,6.0,7.0,7.0,6.0,7.0,2.0,6.0,6.0,519.0,0,1,24.0,40.0,5.0,30.0,15.0,5.0,5.0,6.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,0
7971,534,5.0,6.0,8.0,4.0,6.0,4.0,4.0,6.0,520.0,0,1,24.0,25.0,15.0,25.0,15.0,10.0,10.0,6.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,0
7972,534,7.0,7.0,8.0,8.0,8.0,7.0,8.0,6.0,521.0,1,1,24.0,10.0,30.0,20.0,15.0,15.0,10.0,6.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,1
7973,534,6.0,9.0,8.0,6.0,8.0,5.0,6.0,6.0,522.0,0,1,24.0,10.0,20.0,15.0,20.0,15.0,20.0,6.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,0
7974,534,7.0,6.0,7.0,5.0,7.0,6.0,6.0,6.0,523.0,1,1,24.0,10.0,25.0,20.0,20.0,5.0,20.0,6.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,0
7975,534,5.0,7.0,8.0,7.0,8.0,6.0,5.0,6.0,524.0,1,1,24.0,15.0,20.0,25.0,20.0,10.0,10.0,6.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,1
7976,534,7.0,8.0,8.0,7.0,9.0,6.0,6.0,6.0,525.0,0,1,24.0,10.0,15.0,30.0,20.0,15.0,10.0,6.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,0
7977,534,6.0,5.0,3.0,7.0,8.0,8.0,5.0,6.0,526.0,1,1,24.0,10.0,10.0,30.0,20.0,10.0,15.0,6.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,1
7978,534,4.0,6.0,8.0,3.0,5.0,2.0,3.0,6.0,527.0,0,1,24.0,50.0,20.0,10.0,5.0,10.0,5.0,6.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,0
7981,534,7.0,8.0,8.0,9.0,8.0,8.0,8.0,6.0,530.0,1,1,24.0,20.0,20.0,10.0,15.0,5.0,30.0,6.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,1
7982,535,3.0,7.0,6.0,6.0,5.0,4.0,5.0,2.0,509.0,1,1,23.0,10.0,20.0,30.0,10.0,10.0,20.0,3.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,1
7983,535,8.0,7.0,6.0,7.0,6.0,6.0,7.0,2.0,510.0,0,1,23.0,25.0,25.0,25.0,12.0,3.0,10.0,3.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0
7984,535,6.0,4.0,6.0,6.0,5.0,5.0,6.0,2.0,511.0,1,1,23.0,20.0,10.0,10.0,30.0,15.0,15.0,3.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,1
7985,535,5.0,8.0,9.0,5.0,8.0,4.0,5.0,2.0,512.0,0,1,23.0,20.0,20.0,20.0,20.0,5.0,15.0,3.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0
7986,535,6.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,513.0,1,1,23.0,20.0,20.0,20.0,20.0,5.0,15.0,3.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,1
7987,535,9.0,8.0,7.0,8.0,3.0,3.0,6.0,2.0,514.0,1,1,23.0,20.0,20.0,20.0,15.0,5.0,20.0,3.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0
7988,535,7.0,6.0,8.0,8.0,8.0,7.0,7.0,2.0,515.0,1,1,23.0,20.0,20.0,20.0,15.0,10.0,15.0,3.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,1
7989,535,10.0,10.0,10.0,9.0,5.0,6.0,8.0,2.0,516.0,1,1,23.0,58.0,5.0,8.0,10.0,7.0,12.0,3.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,1
7990,535,2.0,4.0,8.0,6.0,8.0,5.0,5.0,2.0,517.0,0,1,23.0,15.0,20.0,20.0,20.0,5.0,10.0,3.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0
7992,535,4.0,4.0,8.0,4.0,8.0,4.0,6.0,2.0,519.0,0,1,23.0,40.0,5.0,30.0,15.0,5.0,5.0,3.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0
7993,535,5.0,6.0,6.0,4.0,6.0,5.0,5.0,2.0,520.0,1,1,23.0,25.0,15.0,25.0,15.0,10.0,10.0,3.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0
7994,535,8.0,8.0,9.0,9.0,9.0,6.0,8.0,2.0,521.0,1,1,23.0,10.0,30.0,20.0,15.0,15.0,10.0,3.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,1
7995,535,8.0,9.0,9.0,8.0,6.0,3.0,7.0,2.0,522.0,0,1,23.0,10.0,20.0,15.0,20.0,15.0,20.0,3.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0
7996,535,2.0,3.0,10.0,4.0,7.0,8.0,5.0,2.0,523.0,1,1,23.0,10.0,25.0,20.0,20.0,5.0,20.0,3.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0
7997,535,7.0,9.0,8.0,9.0,7.0,7.0,8.0,2.0,524.0,1,1,23.0,15.0,20.0,25.0,20.0,10.0,10.0,3.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,1
7998,535,7.0,5.0,9.0,9.0,8.0,7.0,7.0,2.0,525.0,1,1,23.0,10.0,15.0,30.0,20.0,15.0,10.0,3.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0
7999,535,6.0,3.0,9.0,5.0,9.0,5.0,7.0,2.0,526.0,1,1,23.0,10.0,10.0,30.0,20.0,10.0,15.0,3.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0
8000,535,7.0,7.0,9.0,7.0,8.0,4.0,6.0,2.0,527.0,0,1,23.0,50.0,20.0,10.0,5.0,10.0,5.0,3.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0
8003,535,8.0,8.0,9.0,9.0,7.0,8.0,8.0,2.0,530.0,1,1,23.0,20.0,20.0,10.0,15.0,5.0,30.0,3.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,0
8004,536,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,509.0,1,1,29.0,10.0,20.0,30.0,10.0,10.0,20.0,2.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,0
8005,536,9.0,7.0,9.0,9.0,7.0,8.0,8.0,2.0,510.0,1,1,29.0,25.0,25.0,25.0,12.0,3.0,10.0,2.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,1
8006,536,7.0,6.0,6.0,7.0,6.0,5.0,7.0,2.0,511.0,0,1,29.0,20.0,10.0,10.0,30.0,15.0,15.0,2.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,0
